0,0.0,5122
0,0.03333333333333333,3730
0,0.06666666666666667,3241
0,0.1,4036
0,0.13333333333333333,3964
0,0.16666666666666666,3717
0,0.2,3786
0,0.23333333333333334,3999
0,0.26666666666666666,3907
0,0.3,3445
0,0.3333333333333333,4319
0,0.36666666666666664,4164
0,0.4,4183
0,0.43333333333333335,4446
0,0.4666666666666667,5034
0,0.5,4325
0,0.5333333333333333,3805
0,0.5666666666666667,5585
0,0.6,5526
0,0.6333333333333333,5749
0,0.6666666666666666,5677
0,0.7,6852
0,0.7333333333333333,5872
0,0.7666666666666667,6065
0,0.8,5742
0,0.8333333333333334,3458
0,0.8666666666666667,3585
0,0.9,3332
0,0.9333333333333333,4302
0,0.9666666666666667,3371
0,1.0,2982
1,0.0,2387
1,0.03333333333333333,3403
1,0.06666666666666667,4264
1,0.1,3830
1,0.13333333333333333,3571
1,0.16666666666666666,3030
1,0.2,2544
1,0.23333333333333334,3017
1,0.26666666666666666,2914
1,0.3,2962
1,0.3333333333333333,2881
1,0.36666666666666664,3606
1,0.4,2786
1,0.43333333333333335,2300
1,0.4666666666666667,2786
1,0.5,2971
1,0.5333333333333333,3062
1,0.5666666666666667,3053
1,0.6,3336
1,0.6333333333333333,2826
1,0.6666666666666666,2333
1,0.7,2908
1,0.7333333333333333,2798
1,0.7666666666666667,2771
1,0.8,2789
1,0.8333333333333334,3274
1,0.8666666666666667,2681
1,0.9,2402
1,0.9333333333333333,2932
1,0.9666666666666667,3111
1,1.0,3057
2,0.0,3975
2,0.037037037037037035,4317
2,0.07407407407407407,3209
2,0.1111111111111111,2584
2,0.14814814814814814,3223
2,0.18518518518518517,3158
2,0.2222222222222222,3130
2,0.25925925925925924,2913
2,0.2962962962962963,3267
2,0.3333333333333333,2744
2,0.37037037037037035,2304
2,0.4074074074074074,3122
2,0.4444444444444444,3054
2,0.48148148148148145,3456
2,0.5185185185185185,3006
2,0.5555555555555556,3166
2,0.5925925925925926,2688
2,0.6296296296296297,2204
2,0.6666666666666666,2863
2,0.7037037037037037,2970
2,0.7407407407407407,2934
2,0.7777777777777778,3350
2,0.8148148148148148,3574
2,0.8518518518518519,2661
2,0.8888888888888888,2549
2,0.9259259259259259,3021
2,0.9629629629629629,3226
2,1.0,3353
3,0.0,4007
3,0.03333333333333333,6252
3,0.06666666666666667,4524
3,0.1,2931
3,0.13333333333333333,3711
3,0.16666666666666666,3243
3,0.2,3102
3,0.23333333333333334,3666
3,0.26666666666666666,3301
3,0.3,3052
3,0.3333333333333333,2500
3,0.36666666666666664,3166
3,0.4,3101
3,0.43333333333333335,3115
3,0.4666666666666667,3034
3,0.5,3221
3,0.5333333333333333,2809
3,0.5666666666666667,2287
3,0.6,3151
3,0.6333333333333333,3018
3,0.6666666666666666,3180
3,0.7,3225
3,0.7333333333333333,3227
3,0.7666666666666667,2758
3,0.8,2461
3,0.8333333333333334,3111
3,0.8666666666666667,3042
3,0.9,3179
3,0.9333333333333333,3300
3,0.9666666666666667,3941
3,1.0,3017
4,0.0,2507
4,0.034482758620689655,3390
4,0.06896551724137931,4202
4,0.10344827586206896,3467
4,0.13793103448275862,3051
4,0.1724137931034483,3335
4,0.20689655172413793,2507
4,0.2413793103448276,2348
4,0.27586206896551724,2807
4,0.3103448275862069,2822
4,0.3448275862068966,2752
4,0.3793103448275862,2687
4,0.41379310344827586,2937
4,0.4482758620689655,2429
4,0.4827586206896552,2048
4,0.5172413793103449,2914
4,0.5517241379310345,2846
4,0.5862068965517241,2769
4,0.6206896551724138,2629
4,0.6551724137931034,3000
4,0.6896551724137931,2391
4,0.7241379310344828,2064
4,0.7586206896551724,2718
4,0.7931034482758621,2668
4,0.8275862068965517,2990
4,0.8620689655172413,2718
4,0.896551724137931,3060
4,0.9310344827586207,2289
4,0.9655172413793104,2209
4,1.0,3101
5,0.0,3896
5,0.03333333333333333,3105
5,0.06666666666666667,3783
5,0.1,3352
5,0.13333333333333333,2575
5,0.16666666666666666,2259
5,0.2,3048
5,0.23333333333333334,2845
5,0.26666666666666666,2878
5,0.3,2854
5,0.3333333333333333,3233
5,0.36666666666666664,2880
5,0.4,2988
5,0.43333333333333335,3038
5,0.4666666666666667,2931
5,0.5,3020
5,0.5333333333333333,2948
5,0.5666666666666667,3191
5,0.6,2409
5,0.6333333333333333,2795
5,0.6666666666666666,3160
5,0.7,2866
5,0.7333333333333333,2837
5,0.7666666666666667,2683
5,0.8,3032
5,0.8333333333333334,2364
5,0.8666666666666667,2068
5,0.9,2177
5,0.9333333333333333,2618
5,0.9666666666666667,2739
5,1.0,2754
